Table_Number,Year,Measure,Age,Sex,Indigenous_Status,Remoteness,Description1,Description2,Description3,Description4,Description5,Description6,Description7,Description8,Uncertainty,Data_Source,Unit,NSW,Vic,Qld,WA,SA,Tas,ACT,NT,Total,Aust
CtG14A.5,2016-2020,Mortality due to suicide,35,All people,Aboriginal and Torres Strait Islander people,All areas,Suicide deaths,five-year aggregate,Number,,,Aboriginal and Torres Strait Islander people,All people,35-44 years old,,ABS (unpublished) Causes of Death Australia,no.,48,12,63,31,12,1,3,21,np,
CtG14A.5,2016-2020,Mortality due to suicide,35,All people,Aboriginal and Torres Strait Islander people,All areas,Suicide deaths,five-year aggregate,Number,,,Aboriginal and Torres Strait Islander people,All people,35-44 years old,,ABS (unpublished) Causes of Death Australia,no.,48,12,63,31,12,1,3,21,np,
CtG14A.5,2016-2020,Mortality due to suicide,45,All people,Aboriginal and Torres Strait Islander people,All areas,Suicide deaths,five-year aggregate,Number,,,Aboriginal and Torres Strait Islander people,All people,45+ years old,,ABS (unpublished) Causes of Death Australia,no.,64,15,38,17,7,4,0,14,np,
CtG14A.5,2016-2020,Mortality due to suicide,45,All people,Aboriginal and Torres Strait Islander people,All areas,Suicide deaths,five-year aggregate,Number,,,Aboriginal and Torres Strait Islander people,All people,45+ years old,,ABS (unpublished) Causes of Death Australia,no.,64,15,38,17,7,4,0,14,np,
CtG14A.5,2016-2020,Mortality due to suicide,45,All people,Aboriginal and Torres Strait Islander people,All areas,Suicide deaths,five-year aggregate,Number,,,Aboriginal and Torres Strait Islander people,All people,45+ years old,,ABS (unpublished) Causes of Death Australia,no.,64,15,38,17,7,4,0,14,np,
CtG14A.5,2016-2020,Mortality due to suicide,45,All people,Aboriginal and Torres Strait Islander people,All areas,Suicide deaths,five-year aggregate,Number,,,Aboriginal and Torres Strait Islander people,All people,45+ years old,,ABS (unpublished) Causes of Death Australia,no.,64,15,38,17,7,4,0,14,np,
CtG14A.5,2016-2020,Mortality due to suicide,45,All people,Aboriginal and Torres Strait Islander people,All areas,Suicide deaths,five-year aggregate,Number,,,Aboriginal and Torres Strait Islander people,All people,45+ years old,,ABS (unpublished) Causes of Death Australia,no.,64,15,38,17,7,4,0,14,np,
CtG14A.5,2015-2019,Mortality due to suicide,5,All people,Aboriginal and Torres Strait Islander people,All areas,Suicide deaths,five-year aggregate,Rate per 100000 people,,,Aboriginal and Torres Strait Islander people,All people,5-17 years old,,ABS (unpublished) Causes of Death Australia,rate,4.9,np,7.1,15.4,np,np,np,14.6,8.1,
CtG14A.5,2015-2019,Mortality due to suicide,5,All people,Aboriginal and Torres Strait Islander people,All areas,Suicide deaths,five-year aggregate,Rate per 100000 people,,,Aboriginal and Torres Strait Islander people,All people,5-17 years old,,ABS (unpublished) Causes of Death Australia,rate,4.9,np,7.1,15.4,np,np,np,14.6,8.1,
CtG14A.5,2015-2019,Mortality due to suicide,5,All people,Aboriginal and Torres Strait Islander people,All areas,Suicide deaths,five-year aggregate,Rate per 100000 people,,,Aboriginal and Torres Strait Islander people,All people,5-17 years old,,ABS (unpublished) Causes of Death Australia,rate,4.9,np,7.1,15.4,np,np,np,14.6,8.1,
CtG14A.5,2015-2019,Mortality due to suicide,5,All people,Aboriginal and Torres Strait Islander people,All areas,Suicide deaths,five-year aggregate,Rate per 100000 people,,,Aboriginal and Torres Strait Islander people,All people,5-17 years old,,ABS (unpublished) Causes of Death Australia,rate,4.9,np,7.1,15.4,np,np,np,14.6,8.1,
CtG14A.5,2015-2019,Mortality due to suicide,5,All people,Aboriginal and Torres Strait Islander people,All areas,Suicide deaths,five-year aggregate,Rate per 100000 people,,,Aboriginal and Torres Strait Islander people,All people,5-17 years old,,ABS (unpublished) Causes of Death Australia,rate,4.9,np,7.1,15.4,np,np,np,14.6,8.1,
CtG14A.5,2015-2019,Mortality due to suicide,18,All people,Aboriginal and Torres Strait Islander people,All areas,Suicide deaths,five-year aggregate,Rate per 100000 people,,,Aboriginal and Torres Strait Islander people,All people,18-24 years old,,ABS (unpublished) Causes of Death Australia,rate,23.9,np,67.8,62.9,31.4,np,np,75.8,48.9,
CtG14A.5,2015-2019,Mortality due to suicide,18,All people,Aboriginal and Torres Strait Islander people,All areas,Suicide deaths,five-year aggregate,Rate per 100000 people,,,Aboriginal and Torres Strait Islander people,All people,18-24 years old,,ABS (unpublished) Causes of Death Australia,rate,23.9,np,67.8,62.9,31.4,np,np,75.8,48.9,
CtG14A.5,2015-2019,Mortality due to suicide,18,All people,Aboriginal and Torres Strait Islander people,All areas,Suicide deaths,five-year aggregate,Rate per 100000 people,,,Aboriginal and Torres Strait Islander people,All people,18-24 years old,,ABS (unpublished) Causes of Death Australia,rate,23.9,np,67.8,62.9,31.4,np,np,75.8,48.9,
CtG14A.5,2015-2019,Mortality due to suicide,18,All people,Aboriginal and Torres Strait Islander people,All areas,Suicide deaths,five-year aggregate,Rate per 100000 people,,,Aboriginal and Torres Strait Islander people,All people,18-24 years old,,ABS (unpublished) Causes of Death Australia,rate,23.9,np,67.8,62.9,31.4,np,np,75.8,48.9,
CtG14A.5,2015-2019,Mortality due to suicide,18,All people,Aboriginal and Torres Strait Islander people,All areas,Suicide deaths,five-year aggregate,Rate per 100000 people,,,Aboriginal and Torres Strait Islander people,All people,18-24 years old,,ABS (unpublished) Causes of Death Australia,rate,23.9,np,67.8,62.9,31.4,np,np,75.8,48.9,
CtG14A.5,2015-2019,Mortality due to suicide,25,All people,Aboriginal and Torres Strait Islander people,All areas,Suicide deaths,five-year aggregate,Rate per 100000 people,,,Aboriginal and Torres Strait Islander people,All people,25-34 years old,,ABS (unpublished) Causes of Death Australia,rate,33,np,49.7,86.9,21.6,np,np,47.3,47.6,
CtG14A.5,2015-2019,Mortality due to suicide,25,All people,Aboriginal and Torres Strait Islander people,All areas,Suicide deaths,five-year aggregate,Rate per 100000 people,,,Aboriginal and Torres Strait Islander people,All people,25-34 years old,,ABS (unpublished) Causes of Death Australia,rate,33,np,49.7,86.9,21.6,np,np,47.3,47.6,
CtG14A.5,2015-2019,Mortality due to suicide,25,All people,Aboriginal and Torres Strait Islander people,All areas,Suicide deaths,five-year aggregate,Rate per 100000 people,,,Aboriginal and Torres Strait Islander people,All people,25-34 years old,,ABS (unpublished) Causes of Death Australia,rate,33,np,49.7,86.9,21.6,np,np,47.3,47.6,
CtG14A.5,2015-2019,Mortality due to suicide,25,All people,Aboriginal and Torres Strait Islander people,All areas,Suicide deaths,five-year aggregate,Rate per 100000 people,,,Aboriginal and Torres Strait Islander people,All people,25-34 years old,,ABS (unpublished) Causes of Death Australia,rate,33,np,49.7,86.9,21.6,np,np,47.3,47.6,
CtG14A.5,2015-2019,Mortality due to suicide,25,All people,Aboriginal and Torres Strait Islander people,All areas,Suicide deaths,five-year aggregate,Rate per 100000 people,,,Aboriginal and Torres Strait Islander people,All people,25-34 years old,,ABS (unpublished) Causes of Death Australia,rate,33,np,49.7,86.9,21.6,np,np,47.3,47.6,
CtG14A.5,2015-2019,Mortality due to suicide,35,All people,Aboriginal and Torres Strait Islander people,All areas,Suicide deaths,five-year aggregate,Rate per 100000 people,,,Aboriginal and Torres Strait Islander people,All people,35-44 years old,,ABS (unpublished) Causes of Death Australia,rate,32.9,np,46.5,54.8,54.3,np,np,31.9,41.5,
CtG14A.5,2015-2019,Mortality due to suicide,35,All people,Aboriginal and Torres Strait Islander people,All areas,Suicide deaths,five-year aggregate,Rate per 100000 people,,,Aboriginal and Torres Strait Islander people,All people,35-44 years old,,ABS (unpublished) Causes of Death Australia,rate,32.9,np,46.5,54.8,54.3,np,np,31.9,41.5,
CtG14A.5,2015-2019,Mortality due to suicide,35,All people,Aboriginal and Torres Strait Islander people,All areas,Suicide deaths,five-year aggregate,Rate per 100000 people,,,Aboriginal and Torres Strait Islander people,All people,35-44 years old,,ABS (unpublished) Causes of Death Australia,rate,32.9,np,46.5,54.8,54.3,np,np,31.9,41.5,
CtG14A.5,2015-2019,Mortality due to suicide,35,All people,Aboriginal and Torres Strait Islander people,All areas,Suicide deaths,five-year aggregate,Rate per 100000 people,,,Aboriginal and Torres Strait Islander people,All people,35-44 years old,,ABS (unpublished) Causes of Death Australia,rate,32.9,np,46.5,54.8,54.3,np,np,31.9,41.5,
CtG14A.5,2015-2019,Mortality due to suicide,35,All people,Aboriginal and Torres Strait Islander people,All areas,Suicide deaths,five-year aggregate,Rate per 100000 people,,,Aboriginal and Torres Strait Islander people,All people,35-44 years old,,ABS (unpublished) Causes of Death Australia,rate,32.9,np,46.5,54.8,54.3,np,np,31.9,41.5,
CtG14A.5,2015-2019,Mortality due to suicide,45,All people,Aboriginal and Torres Strait Islander people,All areas,Suicide deaths,five-year aggregate,Rate per 100000 people,,,Aboriginal and Torres Strait Islander people,All people,45+ years old,,ABS (unpublished) Causes of Death Australia,rate,19,np,15.7,15,15.5,np,np,14.6,16.8,
CtG14A.5,2015-2019,Mortality due to suicide,45,All people,Aboriginal and Torres Strait Islander people,All areas,Suicide deaths,five-year aggregate,Rate per 100000 people,,,Aboriginal and Torres Strait Islander people,All people,45+ years old,,ABS (unpublished) Causes of Death Australia,rate,19,np,15.7,15,15.5,np,np,14.6,16.8,
CtG14A.5,2015-2019,Mortality due to suicide,45,All people,Aboriginal and Torres Strait Islander people,All areas,Suicide deaths,five-year aggregate,Rate per 100000 people,,,Aboriginal and Torres Strait Islander people,All people,45+ years old,,ABS (unpublished) Causes of Death Australia,rate,19,np,15.7,15,15.5,np,np,14.6,16.8,
CtG14A.5,2015-2019,Mortality due to suicide,45,All people,Aboriginal and Torres Strait Islander people,All areas,Suicide deaths,five-year aggregate,Rate per 100000 people,,,Aboriginal and Torres Strait Islander people,All people,45+ years old,,ABS (unpublished) Causes of Death Australia,rate,19,np,15.7,15,15.5,np,np,14.6,16.8,
CtG14A.5,2015-2019,Mortality due to suicide,45,All people,Aboriginal and Torres Strait Islander people,All areas,Suicide deaths,five-year aggregate,Rate per 100000 people,,,Aboriginal and Torres Strait Islander people,All people,45+ years old,,ABS (unpublished) Causes of Death Australia,rate,19,np,15.7,15,15.5,np,np,14.6,16.8,
CtG14A.5,2015-2019,Mortality due to suicide,5,All people,Non-Indigenous people,All areas,Suicide deaths,five-year aggregate,Rate per 100000 people,,,Non-Indigenous people,All people,5-17 years old,,ABS (unpublished) Causes of Death Australia,rate,1.9,np,2.6,2.4,1.6,np,np,4.1,2.2,
CtG14A.5,2015-2019,Mortality due to suicide,5,All people,Non-Indigenous people,All areas,Suicide deaths,five-year aggregate,Rate per 100000 people,,,Non-Indigenous people,All people,5-17 years old,,ABS (unpublished) Causes of Death Australia,rate,1.9,np,2.6,2.4,1.6,np,np,4.1,2.2,
CtG14A.5,2015-2019,Mortality due to suicide,5,All people,Non-Indigenous people,All areas,Suicide deaths,five-year aggregate,Rate per 100000 people,,,Non-Indigenous people,All people,5-17 years old,,ABS (unpublished) Causes of Death Australia,rate,1.9,np,2.6,2.4,1.6,np,np,4.1,2.2,
CtG14A.5,2015-2019,Mortality due to suicide,5,All people,Non-Indigenous people,All areas,Suicide deaths,five-year aggregate,Rate per 100000 people,,,Non-Indigenous people,All people,5-17 years old,,ABS (unpublished) Causes of Death Australia,rate,1.9,np,2.6,2.4,1.6,np,np,4.1,2.2,
CtG14A.5,2015-2019,Mortality due to suicide,5,All people,Non-Indigenous people,All areas,Suicide deaths,five-year aggregate,Rate per 100000 people,,,Non-Indigenous people,All people,5-17 years old,,ABS (unpublished) Causes of Death Australia,rate,1.9,np,2.6,2.4,1.6,np,np,4.1,2.2,
CtG14A.5,2015-2019,Mortality due to suicide,18,All people,Non-Indigenous people,All areas,Suicide deaths,five-year aggregate,Rate per 100000 people,,,Non-Indigenous people,All people,18-24 years old,,ABS (unpublished) Causes of Death Australia,rate,11.8,np,17.2,13.5,13.1,np,np,25.7,13.8,
CtG14A.5,2015-2019,Mortality due to suicide,18,All people,Non-Indigenous people,All areas,Suicide deaths,five-year aggregate,Rate per 100000 people,,,Non-Indigenous people,All people,18-24 years old,,ABS (unpublished) Causes of Death Australia,rate,11.8,np,17.2,13.5,13.1,np,np,25.7,13.8,
CtG14A.5,2015-2019,Mortality due to suicide,18,All people,Non-Indigenous people,All areas,Suicide deaths,five-year aggregate,Rate per 100000 people,,,Non-Indigenous people,All people,18-24 years old,,ABS (unpublished) Causes of Death Australia,rate,11.8,np,17.2,13.5,13.1,np,np,25.7,13.8,
CtG14A.5,2015-2019,Mortality due to suicide,18,All people,Non-Indigenous people,All areas,Suicide deaths,five-year aggregate,Rate per 100000 people,,,Non-Indigenous people,All people,18-24 years old,,ABS (unpublished) Causes of Death Australia,rate,11.8,np,17.2,13.5,13.1,np,np,25.7,13.8,
CtG14A.5,2015-2019,Mortality due to suicide,18,All people,Non-Indigenous people,All areas,Suicide deaths,five-year aggregate,Rate per 100000 people,,,Non-Indigenous people,All people,18-24 years old,,ABS (unpublished) Causes of Death Australia,rate,11.8,np,17.2,13.5,13.1,np,np,25.7,13.8,
CtG14A.5,2015-2019,Mortality due to suicide,25,All people,Non-Indigenous people,All areas,Suicide deaths,five-year aggregate,Rate per 100000 people,,,Non-Indigenous people,All people,25-34 years old,,ABS (unpublished) Causes of Death Australia,rate,12.5,np,18.1,18.3,17.6,np,np,12.9,15.4,
CtG14A.5,2015-2019,Mortality due to suicide,25,All people,Non-Indigenous people,All areas,Suicide deaths,five-year aggregate,Rate per 100000 people,,,Non-Indigenous people,All people,25-34 years old,,ABS (unpublished) Causes of Death Australia,rate,12.5,np,18.1,18.3,17.6,np,np,12.9,15.4,
CtG14A.5,2015-2019,Mortality due to suicide,25,All people,Non-Indigenous people,All areas,Suicide deaths,five-year aggregate,Rate per 100000 people,,,Non-Indigenous people,All people,25-34 years old,,ABS (unpublished) Causes of Death Australia,rate,12.5,np,18.1,18.3,17.6,np,np,12.9,15.4,
CtG14A.5,2015-2019,Mortality due to suicide,25,All people,Non-Indigenous people,All areas,Suicide deaths,five-year aggregate,Rate per 100000 people,,,Non-Indigenous people,All people,25-34 years old,,ABS (unpublished) Causes of Death Australia,rate,12.5,np,18.1,18.3,17.6,np,np,12.9,15.4,
CtG14A.5,2015-2019,Mortality due to suicide,25,All people,Non-Indigenous people,All areas,Suicide deaths,five-year aggregate,Rate per 100000 people,,,Non-Indigenous people,All people,25-34 years old,,ABS (unpublished) Causes of Death Australia,rate,12.5,np,18.1,18.3,17.6,np,np,12.9,15.4,
CtG14A.5,2015-2019,Mortality due to suicide,35,All people,Non-Indigenous people,All areas,Suicide deaths,five-year aggregate,Rate per 100000 people,,,Non-Indigenous people,All people,35-44 years old,,ABS (unpublished) Causes of Death Australia,rate,15.2,np,23,19.5,18.2,np,np,16.4,18.4,
CtG14A.5,2015-2019,Mortality due to suicide,35,All people,Non-Indigenous people,All areas,Suicide deaths,five-year aggregate,Rate per 100000 people,,,Non-Indigenous people,All people,35-44 years old,,ABS (unpublished) Causes of Death Australia,rate,15.2,np,23,19.5,18.2,np,np,16.4,18.4,
CtG14A.5,2015-2019,Mortality due to suicide,35,All people,Non-Indigenous people,All areas,Suicide deaths,five-year aggregate,Rate per 100000 people,,,Non-Indigenous people,All people,35-44 years old,,ABS (unpublished) Causes of Death Australia,rate,15.2,np,23,19.5,18.2,np,np,16.4,18.4,
CtG14A.5,2015-2019,Mortality due to suicide,35,All people,Non-Indigenous people,All areas,Suicide deaths,five-year aggregate,Rate per 100000 people,,,Non-Indigenous people,All people,35-44 years old,,ABS (unpublished) Causes of Death Australia,rate,15.2,np,23,19.5,18.2,np,np,16.4,18.4,
CtG14A.5,2015-2019,Mortality due to suicide,35,All people,Non-Indigenous people,All areas,Suicide deaths,five-year aggregate,Rate per 100000 people,,,Non-Indigenous people,All people,35-44 years old,,ABS (unpublished) Causes of Death Australia,rate,15.2,np,23,19.5,18.2,np,np,16.4,18.4,
CtG14A.5,2015-2019,Mortality due to suicide,45,All people,Non-Indigenous people,All areas,Suicide deaths,five-year aggregate,Rate per 100000 people,,,Non-Indigenous people,All people,45+ years old,,ABS (unpublished) Causes of Death Australia,rate,14,np,18.4,17.2,15.7,np,np,22.3,15.9,
